AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,ESR,ST,FER,RAC1P,PUBCOV
37,18,4,0,1,0,0,0,4,1,0,1,0,0,0,0
10,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
38,20,0,0,0,0,0,0,4,3,0,6,0,0,0,0
6,20,4,0,0,0,0,0,4,3,0,6,0,2,0,0
3,13,4,1,0,0,0,0,4,3,0,6,0,0,0,0
46,18,0,1,1,0,0,0,4,0,0,1,0,0,0,0
45,16,0,0,0,0,0,0,4,1,0,1,0,0,0,0
35,18,4,0,0,0,0,0,4,3,0,6,0,2,0,1
48,18,0,0,0,0,0,0,4,1,0,6,0,0,0,0
18,19,3,0,0,0,0,0,4,1,0,1,0,2,0,1
46,22,0,1,0,0,0,0,4,1,0,1,0,0,0,0
2,13,4,1,0,1,0,0,4,1,0,6,0,0,0,0
1,11,4,0,0,1,0,0,0,1,0,6,0,2,0,0
19,20,0,0,0,0,0,0,4,1,0,1,0,2,0,0
12,23,4,1,0,0,4,2,4,0,1,1,0,0,0,0
10,17,0,0,1,0,0,0,4,0,0,3,0,2,0,0
14,15,4,0,0,0,0,0,4,0,0,1,0,2,0,0
45,18,4,1,0,0,0,0,4,0,0,1,0,0,1,0
28,5,2,0,0,0,0,0,4,0,0,1,0,2,0,0
11,15,3,0,0,0,0,0,4,0,0,6,0,2,0,0
9,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
5,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
1,11,4,0,0,7,0,0,0,0,0,6,0,2,0,1
47,18,0,0,0,0,0,0,4,3,0,6,0,0,1,0
28,15,0,0,0,0,0,0,4,3,0,1,0,2,1,0
37,15,4,1,0,0,0,0,4,3,0,1,0,0,1,0
22,18,4,1,1,0,0,2,4,0,0,1,0,0,0,0
35,15,0,1,0,0,2,2,4,0,0,1,0,0,0,0
48,20,0,1,0,0,3,0,4,0,1,6,0,0,0,0
15,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
10,18,0,0,0,0,0,0,4,0,0,1,0,2,0,0
40,17,0,0,0,0,0,0,4,1,0,6,0,0,0,0
5,15,4,1,0,0,0,0,4,1,0,3,0,0,0,0
2,13,4,1,0,2,0,0,4,1,0,6,0,0,0,0
26,20,0,1,0,0,4,0,4,0,1,6,0,0,0,0
22,0,0,0,0,0,4,0,4,0,1,6,0,2,0,0
4,18,4,1,0,0,4,0,4,0,1,6,0,0,0,0
2,13,4,1,0,4,4,0,4,0,1,6,0,0,0,0
0,12,4,1,0,4,4,0,0,0,1,0,0,0,0,0
0,11,4,0,0,5,0,0,0,1,0,0,0,2,0,0
3,15,4,1,0,0,0,0,4,1,0,6,0,0,0,0
45,15,0,1,0,0,0,0,4,0,0,6,0,0,0,0
12,19,0,0,0,0,0,0,4,1,0,1,0,2,0,0
49,16,0,0,0,0,3,0,4,0,1,1,0,0,0,0
3,13,4,1,0,0,0,0,4,0,0,6,0,0,0,0
6,19,4,1,0,0,0,2,4,1,0,3,0,0,0,0
27,11,0,0,0,0,4,0,4,0,1,6,0,2,0,0
31,7,0,1,0,0,0,0,4,3,0,1,0,0,0,0
0,11,4,0,0,2,0,0,0,0,0,0,0,2,0,1
45,13,2,0,1,0,0,0,4,3,0,6,0,0,0,1
35,20,0,0,0,0,0,0,4,1,0,6,0,2,0,1
33,13,3,0,0,0,0,0,4,0,0,1,0,2,1,0
8,15,4,0,1,0,3,0,4,0,1,1,0,2,0,0
30,20,0,0,0,0,0,0,4,3,0,6,0,2,0,0
2,13,4,0,0,2,0,0,4,3,0,6,0,2,0,0
33,21,0,0,0,0,0,0,4,0,0,6,0,2,0,0
31,17,0,0,0,0,4,0,4,0,1,1,0,2,0,0
6,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
9,15,4,0,0,0,4,0,4,0,1,1,0,2,0,0
46,20,0,1,0,0,0,0,2,0,0,1,0,0,0,0
8,20,4,1,0,0,0,2,4,1,0,1,0,0,0,0
8,20,4,1,0,0,0,2,4,0,0,1,0,0,0,0
19,15,2,0,0,0,0,0,4,2,0,1,0,2,0,1
1,12,4,1,0,5,0,0,0,0,0,6,0,0,0,0
42,0,3,0,0,0,0,0,4,0,0,1,0,0,1,0
23,0,4,1,1,0,0,0,4,0,0,6,0,0,1,1
22,21,0,0,0,0,0,0,4,0,0,1,0,2,1,0
28,17,0,0,0,0,0,0,4,3,0,6,0,2,0,0
1,12,4,1,0,2,0,0,0,3,0,6,0,0,0,0
46,17,4,1,0,0,0,0,4,3,0,6,0,0,0,0
36,19,2,0,0,0,3,2,4,0,1,1,0,0,1,0
7,15,4,1,1,0,0,2,4,1,0,6,0,0,1,1
6,18,4,1,0,0,0,2,4,1,0,1,0,0,1,0
35,15,0,0,0,0,4,0,4,0,1,1,0,2,0,0
11,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
20,15,2,0,0,0,3,0,4,0,1,1,0,2,0,0
43,7,0,0,0,0,4,0,4,0,1,6,0,0,0,0
45,20,0,0,0,0,4,0,4,3,1,6,0,0,0,0
44,15,2,0,1,0,0,0,4,0,0,6,0,0,1,1
49,18,4,0,0,0,0,0,4,0,0,1,0,0,0,0
43,15,2,1,0,0,0,0,4,1,0,1,0,0,0,0
18,21,0,0,0,0,4,0,4,0,1,1,0,2,0,0
23,15,4,0,0,0,0,0,4,0,0,1,0,2,0,1
0,10,4,1,1,7,0,0,0,0,0,0,0,0,0,1
28,15,2,1,0,0,0,0,2,1,0,3,0,0,0,1
6,15,0,0,0,0,0,0,4,3,0,6,0,2,0,0
10,20,4,1,0,0,0,0,4,1,0,6,0,0,0,0
47,8,0,0,0,0,4,0,4,0,1,6,0,0,0,0
29,23,4,1,0,0,4,0,4,0,1,1,0,0,0,0
28,16,2,0,0,0,0,0,4,0,0,1,0,2,0,0
0,11,4,1,0,7,0,0,0,0,0,0,0,0,0,0
4,15,4,1,0,0,0,0,4,3,0,1,0,0,0,0
3,15,4,1,0,0,0,0,4,3,0,6,0,0,0,0
31,15,2,0,0,0,0,0,4,3,0,1,0,2,0,0
39,17,0,0,0,0,0,0,4,0,0,1,0,0,0,0
3,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
11,16,4,0,0,0,0,2,4,0,0,1,0,2,0,0
24,11,0,0,0,0,4,0,4,0,1,6,0,2,0,0
3,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
42,17,0,1,0,0,0,0,4,0,0,1,0,0,0,0
43,18,0,0,0,0,0,0,4,3,0,6,0,0,0,0
49,15,1,0,0,0,0,2,4,0,0,6,0,0,0,0
7,15,4,0,0,0,0,2,4,2,0,1,0,2,0,0
44,20,0,1,0,0,0,0,4,0,0,6,0,0,0,0
25,13,4,1,0,0,0,0,4,1,0,1,0,0,0,0
24,11,0,0,0,0,0,0,4,0,0,6,0,2,0,0
33,8,0,1,0,0,0,0,4,0,0,1,0,0,0,0
6,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
3,15,4,0,0,0,0,0,4,0,0,1,0,2,0,0
11,17,4,0,0,0,0,0,4,3,0,1,0,1,0,0
15,17,4,1,0,0,0,0,4,3,0,1,0,0,0,0
24,18,4,0,0,0,0,0,4,1,0,1,0,1,0,1
33,15,2,0,0,0,0,0,4,0,0,1,0,2,0,1
30,20,0,0,0,0,0,0,4,0,0,6,0,2,0,0
2,13,4,1,0,2,0,0,4,0,0,1,0,0,0,1
0,11,4,1,0,2,0,0,0,0,0,0,0,0,0,1
39,20,0,1,0,0,4,0,4,0,1,6,0,0,0,0
6,15,4,1,0,0,4,0,4,0,1,6,0,0,0,0
6,15,4,1,0,0,4,0,4,0,1,6,0,0,0,0
16,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
28,20,0,0,0,0,0,0,4,1,0,1,0,2,0,0
34,15,2,0,0,0,0,0,4,0,0,1,0,2,1,0
13,0,4,0,0,0,0,2,4,3,0,6,0,2,1,1
25,16,4,0,1,0,0,0,4,1,0,6,0,2,0,1
17,20,0,0,0,0,0,0,4,0,0,1,0,2,1,0
47,11,0,0,0,0,3,0,4,0,1,1,0,0,1,0
49,9,0,1,0,0,4,0,4,0,1,1,0,0,1,0
9,18,4,0,0,0,3,0,4,0,1,1,0,2,1,0
21,12,3,0,0,0,4,0,4,0,1,1,0,2,0,0
1,13,4,1,0,7,4,0,0,0,1,6,0,0,0,0
44,19,0,1,1,0,0,0,4,0,0,1,0,0,0,1
13,15,4,1,0,0,0,2,4,0,0,3,0,0,0,0
22,19,2,0,0,0,0,0,4,0,0,1,0,2,0,0
3,15,4,0,0,0,0,0,4,0,0,6,0,2,0,1
22,9,0,1,0,0,0,2,4,3,0,1,0,0,0,0
25,11,0,0,0,0,0,2,4,3,0,6,0,2,0,0
15,15,0,0,0,0,0,0,4,1,0,6,0,2,0,1
24,23,0,0,0,0,0,0,4,3,0,6,0,2,0,0
18,16,0,0,0,0,0,0,4,3,0,6,0,2,0,0
9,18,4,1,0,0,0,0,4,3,0,1,0,0,0,0
25,13,0,0,0,0,3,0,4,0,1,6,0,2,0,0
2,12,4,0,0,2,0,0,4,0,0,6,0,2,0,0
39,11,0,1,0,0,0,0,4,0,0,1,0,0,0,0
38,20,2,0,0,0,0,2,4,0,0,6,0,0,0,0
1,11,4,1,0,7,0,0,0,0,0,6,0,0,0,0
3,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
4,18,4,0,0,0,0,0,4,1,0,1,0,2,0,0
19,15,2,0,0,0,0,0,4,0,0,1,0,2,1,0
0,10,4,1,0,7,0,0,0,0,0,0,0,0,1,1
30,9,4,0,0,0,4,2,4,0,1,3,0,2,0,0
3,13,4,1,0,0,0,2,4,1,0,1,0,0,0,0
2,12,4,0,0,7,0,2,4,1,0,1,0,1,0,1
0,11,4,1,0,7,0,2,0,1,0,0,0,0,0,1
20,14,0,1,0,0,4,0,4,0,1,1,0,0,0,0
15,0,0,0,0,0,4,0,4,0,1,6,0,2,0,1
8,18,4,0,1,0,0,2,4,1,0,1,0,2,0,0
8,18,4,1,0,0,0,2,4,1,0,1,0,0,0,0
30,19,2,1,1,0,0,0,4,1,0,6,0,0,0,1
28,12,2,0,0,0,4,2,4,0,1,6,0,2,0,0
49,20,4,1,1,0,0,0,4,1,0,6,0,0,0,1
34,15,0,0,0,0,0,0,4,0,0,6,0,2,0,0
8,18,4,0,0,0,0,0,4,0,0,6,0,2,0,0
6,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
9,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
46,15,0,1,0,0,3,0,4,0,1,1,0,0,0,0
42,14,0,0,0,0,4,0,4,0,1,6,0,0,0,0
18,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
45,0,0,1,1,0,3,0,4,3,1,6,0,0,0,0
47,18,0,1,0,0,0,0,2,0,0,1,0,0,1,0
6,13,0,1,0,0,0,2,4,0,0,1,0,0,0,1
16,15,0,0,0,0,0,2,4,0,0,6,0,2,0,1
46,18,0,0,0,0,2,0,4,0,0,6,0,0,0,1
5,17,4,1,1,0,0,0,4,1,0,1,0,0,0,0
7,20,4,0,0,0,0,0,4,0,0,1,0,2,0,0
47,20,4,1,0,0,0,0,4,0,0,3,0,0,0,0
22,15,0,0,0,0,0,0,4,0,0,6,0,2,0,0
47,16,0,0,1,0,0,0,4,3,0,6,0,0,0,0
4,17,4,0,0,0,0,0,4,0,0,1,0,2,0,0
12,17,4,0,0,0,0,0,4,3,0,1,0,2,0,0
15,13,4,0,0,0,0,0,4,3,0,6,0,1,0,1
15,15,4,1,0,0,4,0,4,0,1,1,0,0,0,0
25,19,4,0,0,0,0,0,4,0,0,1,0,2,0,1
2,13,4,0,0,0,0,0,4,0,0,6,0,2,0,1
33,14,4,1,0,0,0,0,4,0,0,1,0,0,0,0
5,18,4,1,0,0,0,0,4,1,0,2,0,0,0,0
8,17,4,1,1,0,0,0,4,1,0,6,0,0,0,0
28,15,2,0,0,0,0,0,4,0,0,1,0,2,0,0
39,15,4,1,0,0,0,0,4,0,0,6,0,0,0,0
9,15,4,1,1,0,0,0,4,1,0,1,0,0,0,0
46,19,2,1,1,0,0,0,2,0,0,6,0,0,0,1
49,20,0,0,0,0,0,0,4,0,0,6,0,0,0,0
6,20,4,0,0,0,0,2,4,1,0,3,0,2,0,0
49,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
46,8,0,0,0,0,4,0,4,0,1,6,0,0,0,0
23,10,4,0,0,0,4,0,4,0,1,1,0,2,0,0
16,19,0,0,0,0,0,0,4,0,0,1,0,2,1,0
44,15,0,0,0,0,0,0,4,0,0,6,0,0,0,1
49,22,0,0,0,0,0,0,4,1,0,2,0,0,0,0
18,20,0,0,0,0,3,0,4,0,1,6,0,2,0,0
43,20,0,1,0,0,4,0,4,0,1,3,0,0,0,0
42,20,0,0,0,0,4,0,4,0,1,1,0,0,0,0
13,20,4,0,0,0,0,0,4,0,0,1,0,2,0,0
12,15,4,1,0,0,0,0,4,0,0,1,0,0,1,0
30,8,4,0,0,0,4,0,4,0,1,1,0,2,0,0
3,15,4,1,0,0,0,0,4,0,0,6,0,0,0,0
22,20,0,1,1,0,0,0,2,0,0,1,0,0,0,1
37,17,2,0,0,0,0,0,4,0,0,1,0,0,1,0
15,15,4,0,1,0,0,0,4,0,0,6,0,1,1,1
47,16,0,0,1,0,0,0,4,1,0,6,0,0,0,0
7,15,4,1,1,0,0,0,4,0,0,6,0,0,0,1
46,18,0,0,0,0,0,2,4,1,0,6,0,0,0,0
32,14,0,1,0,0,3,2,4,0,1,1,0,0,0,0
24,21,0,0,0,0,3,1,4,0,1,6,0,2,0,0
34,18,4,0,0,0,0,2,4,0,0,1,0,2,1,0
39,17,1,0,1,0,0,0,4,0,0,6,0,0,0,1
36,18,4,0,0,0,0,0,4,0,0,6,0,0,0,0
4,12,4,0,0,0,0,0,4,1,0,1,0,1,0,0
41,21,0,0,1,0,0,0,2,1,0,6,0,0,0,0
3,13,4,1,0,0,0,0,4,1,0,6,0,0,0,0
47,8,2,1,0,0,4,0,4,0,1,1,0,0,0,0
8,19,4,1,0,0,0,0,4,1,0,6,0,0,0,0
18,19,0,0,0,0,0,0,4,0,0,1,0,2,1,0
0,11,4,1,0,7,0,0,0,0,0,0,0,0,1,0
27,8,0,0,0,0,0,0,4,0,0,1,0,2,0,0
31,8,0,1,0,0,4,0,4,0,1,1,0,0,0,0
26,8,0,0,0,0,4,0,4,0,1,6,0,2,0,0
33,8,0,1,0,0,4,0,4,0,1,1,0,0,0,0
3,13,4,0,0,0,0,0,4,0,0,6,0,2,0,1
29,20,0,1,0,0,0,0,3,1,0,1,0,0,0,0
48,18,0,0,0,0,0,0,4,0,0,6,0,0,0,0
17,16,0,1,0,0,0,0,4,2,0,1,0,0,0,0
36,20,0,0,0,0,3,0,4,0,1,6,0,0,0,0
11,17,4,1,0,0,0,0,4,3,0,1,0,0,0,0
11,17,4,0,0,0,0,0,4,3,0,1,0,2,0,0
38,15,0,0,0,0,0,0,4,0,0,6,0,0,0,0
40,15,0,0,0,0,0,0,4,0,0,6,0,0,0,1
49,20,2,1,0,0,0,0,4,3,0,6,0,0,0,0
10,15,0,0,0,0,0,0,4,3,0,6,0,2,0,0
48,20,0,1,0,0,0,0,4,0,0,6,0,0,0,0
19,17,0,0,1,0,0,0,4,3,0,6,0,2,0,0
21,12,0,1,0,0,0,0,4,3,0,6,0,0,0,0
34,20,0,0,0,0,0,0,4,1,0,6,0,2,0,0
2,13,4,0,0,2,0,0,4,1,0,6,0,2,0,0
19,15,4,1,0,0,0,0,4,0,0,1,0,0,0,1
2,12,4,0,0,7,0,0,4,0,0,1,0,2,0,1
0,10,4,1,0,7,0,0,0,0,0,0,0,0,0,1
0,10,4,1,0,7,0,0,0,0,0,0,0,0,0,1
27,15,0,0,0,0,0,0,4,1,0,1,0,2,0,0
7,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
28,20,0,0,0,0,3,0,4,0,1,3,0,2,0,0
3,13,4,1,0,0,0,0,4,0,0,1,0,0,0,0
48,18,0,1,0,0,0,0,4,0,0,6,0,0,0,0
18,21,4,1,0,0,3,0,4,0,1,3,0,0,0,0
27,11,3,0,0,0,4,0,4,0,1,1,0,2,0,0
1,14,4,0,0,7,0,0,0,0,0,6,0,2,0,1
20,21,4,1,0,0,4,0,4,0,1,1,0,0,0,0
16,14,0,0,0,0,4,0,4,0,1,1,0,2,0,0
12,15,4,0,0,0,4,1,4,0,1,6,0,2,0,0
9,15,4,0,0,0,4,1,4,0,1,6,0,2,0,0
7,15,4,0,0,0,4,1,4,0,1,6,0,2,0,0
48,16,0,0,0,0,0,0,4,0,0,6,0,0,0,0
28,15,0,1,0,0,0,0,2,1,0,3,0,0,0,1
30,15,0,0,1,0,0,0,4,1,0,6,0,2,0,0
12,11,4,0,1,0,0,0,4,1,0,3,0,2,0,0
9,10,4,1,1,0,0,0,4,1,0,6,0,0,0,0
5,10,4,0,1,0,0,0,4,1,0,3,0,2,0,0
4,15,4,1,0,0,0,0,4,1,0,6,0,0,0,0
39,20,0,1,0,0,0,0,4,2,0,1,0,0,0,0
9,17,0,1,0,0,0,0,4,1,0,1,0,0,0,0
7,15,0,0,0,0,0,0,4,2,0,1,0,2,0,0
11,15,2,1,0,0,0,0,4,1,0,6,0,0,0,0
42,15,0,0,0,0,0,0,4,1,0,1,0,0,0,0
14,15,4,0,1,0,0,0,4,2,0,6,0,2,0,1
15,20,0,0,0,0,0,0,4,3,0,6,0,2,0,0
45,15,0,0,0,0,0,0,4,3,0,6,0,0,0,0
1,11,4,0,0,2,0,0,0,3,0,6,0,2,0,0
45,17,2,0,0,0,0,2,4,2,0,1,0,0,0,0
37,9,4,1,1,0,0,0,4,2,0,6,0,0,0,1
49,15,0,1,0,0,0,2,2,0,0,3,0,0,0,1
14,17,0,1,0,0,0,0,2,1,0,6,0,0,0,1
44,20,0,0,0,0,0,0,4,1,0,1,0,0,0,0
0,10,4,1,0,5,0,2,0,1,0,0,0,0,0,1
23,15,2,0,0,0,0,0,4,0,0,1,0,2,0,0
9,17,4,0,0,0,0,2,4,3,0,1,0,2,0,0
6,18,4,1,0,0,0,2,4,3,0,6,0,0,0,0
29,16,0,1,0,0,3,0,4,0,1,1,0,0,0,0
28,15,0,0,0,0,3,0,4,3,1,6,0,2,0,0
2,13,4,1,0,2,0,0,4,0,0,1,0,0,0,0
0,11,4,0,0,2,0,0,0,0,0,0,0,2,0,0
45,15,1,1,0,0,0,0,4,1,0,6,0,0,0,1
8,15,4,1,0,0,0,0,4,1,0,6,0,0,0,0
1,12,4,1,0,6,0,0,0,3,0,6,0,0,0,1
2,14,4,0,0,1,0,0,4,1,0,1,0,2,0,0
48,18,0,1,1,0,3,0,4,0,1,6,0,0,0,1
49,18,0,0,0,0,3,0,4,0,1,6,0,0,0,0
9,18,4,1,1,0,0,0,4,0,0,1,0,0,0,0
4,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
18,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
15,15,0,0,0,0,0,0,4,0,0,1,0,2,0,0
19,17,4,0,0,0,0,0,4,0,0,1,0,2,1,0
0,10,4,1,0,7,0,0,0,3,0,0,0,0,1,1
31,18,0,1,0,0,4,0,4,0,1,1,0,0,0,0
30,18,0,0,0,0,4,0,4,0,1,6,0,2,0,0
7,18,4,0,0,0,4,0,4,0,1,6,0,2,0,0
1,12,4,1,0,2,0,0,0,0,0,6,0,0,0,1
3,14,4,1,0,0,0,0,4,3,0,6,0,0,0,0
44,18,0,0,0,0,0,2,4,0,0,1,0,0,0,0
45,18,0,1,0,0,0,2,4,0,0,1,0,0,0,0
1,11,4,1,1,1,0,2,0,0,0,6,0,0,0,1
41,15,0,0,1,0,0,0,4,0,0,1,0,0,0,0
36,18,0,0,0,0,0,0,4,0,0,6,0,0,0,0
5,15,4,0,0,0,4,2,4,0,1,6,0,2,0,0
43,11,2,0,0,0,0,0,4,0,0,1,0,0,0,0
47,15,4,1,0,0,0,0,4,0,0,6,0,0,0,0
30,14,0,0,0,0,0,0,4,1,0,1,0,2,0,0
2,12,4,0,0,1,0,0,4,0,0,1,0,2,0,0
30,20,0,0,0,0,1,0,4,0,0,6,0,2,0,0
3,18,4,0,0,0,1,0,4,0,0,6,0,2,0,0
45,15,2,1,1,0,0,0,4,3,0,6,0,0,0,0
23,15,0,0,1,0,0,2,4,0,0,6,0,2,0,0
4,16,4,0,0,0,0,2,4,0,0,1,0,2,0,0
2,14,4,1,0,2,0,2,4,0,0,1,0,0,0,0
30,12,0,1,1,0,4,0,4,0,1,6,0,0,0,1
8,18,4,1,0,0,0,0,4,0,0,3,0,0,0,0
3,13,4,0,0,0,0,0,4,0,0,6,0,2,0,1
11,15,4,1,0,0,0,0,4,3,0,3,0,0,0,0
25,17,3,1,0,0,0,0,4,0,0,6,0,0,1,0
27,15,4,0,1,0,0,0,4,0,0,6,0,2,1,1
27,15,4,1,0,0,2,0,4,0,0,3,0,0,0,0
22,15,4,0,0,0,0,0,4,3,0,3,0,2,0,0
38,9,1,1,1,0,0,0,4,0,0,6,0,0,1,1
33,1,1,1,0,0,0,0,4,0,0,6,0,0,1,0
0,15,4,0,0,7,0,0,0,0,0,0,0,2,1,0
20,11,0,1,0,0,4,2,4,0,1,1,0,0,0,0
18,18,0,0,0,0,0,2,4,0,0,6,0,2,0,1
1,12,4,1,0,2,0,2,0,0,0,6,0,0,0,1
49,15,0,0,0,0,0,0,4,2,0,6,0,0,0,1
17,20,0,1,0,0,4,2,4,0,1,6,0,0,0,0
12,18,0,0,0,0,4,2,4,0,1,6,0,2,0,0
20,14,0,0,0,0,0,0,4,0,0,1,0,2,0,0
35,16,2,1,0,0,0,0,4,0,0,1,0,0,0,0
30,14,4,1,1,0,0,2,4,3,0,3,0,0,0,0
3,13,4,0,0,0,0,0,4,1,0,6,0,2,0,0
35,19,0,0,1,0,0,0,4,3,0,6,0,2,0,1
20,15,0,0,0,0,0,0,4,3,0,1,0,2,0,0
24,15,2,1,1,0,0,0,4,1,0,1,0,0,0,0
44,8,3,1,0,0,1,0,4,0,0,6,0,0,0,1
13,18,0,0,0,0,0,2,4,0,0,1,0,2,0,0
35,17,0,1,0,0,0,0,4,3,0,1,0,0,0,0
3,13,4,0,0,0,0,0,4,1,0,6,0,2,0,0
40,15,0,0,0,0,0,0,4,0,0,6,0,0,0,0
11,21,0,0,0,0,4,2,4,0,1,6,0,2,0,0
6,18,4,1,0,0,3,0,4,0,1,1,0,0,0,0
9,14,4,1,0,0,3,2,4,3,1,1,0,0,0,0
4,17,4,1,0,0,0,2,4,3,0,2,0,0,0,1
16,15,4,1,0,0,4,0,4,0,1,1,0,0,0,0
49,15,0,0,0,0,0,0,4,0,0,6,0,0,0,0
9,17,4,0,0,0,0,2,4,0,0,6,0,2,0,0
40,12,0,0,1,0,0,0,4,0,0,6,0,0,0,0
11,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
4,16,4,1,0,0,0,0,4,1,0,6,0,0,0,0
31,18,0,0,0,0,3,2,4,0,1,3,0,2,1,0
0,11,4,0,0,1,3,2,0,0,1,0,0,2,1,1
44,20,2,0,0,0,0,0,4,3,0,6,0,0,0,1
18,18,0,0,0,0,0,0,4,0,0,1,0,1,0,0
34,15,0,0,0,0,3,0,4,0,1,6,0,2,0,0
12,18,0,1,0,0,0,2,4,0,0,1,0,0,1,0
33,10,0,0,0,0,4,0,4,0,1,6,0,2,0,0
4,17,4,1,0,0,0,0,4,0,0,6,0,0,0,0
42,18,2,0,0,0,3,0,4,0,1,1,0,0,0,0
5,19,4,0,1,0,0,2,4,0,0,6,0,2,0,0
25,16,4,1,1,0,0,2,4,0,0,1,0,0,0,0
28,21,0,1,0,0,0,0,4,3,0,6,0,0,0,0
2,13,4,0,0,3,2,0,4,3,0,6,0,2,0,0
3,15,4,1,0,0,0,0,4,3,0,1,0,0,0,0
12,15,0,0,1,0,0,2,4,1,0,6,0,2,0,0
43,16,2,0,1,0,0,0,4,3,0,6,0,0,0,1
32,17,0,0,0,0,0,0,4,0,0,3,0,2,0,1
45,20,4,0,1,0,0,0,4,0,0,1,0,0,0,1
17,18,0,0,0,0,0,0,4,2,0,1,0,2,0,0
40,20,2,1,0,0,0,0,4,0,0,3,0,0,0,0
1,12,4,0,0,1,0,0,0,0,0,6,0,2,0,0
48,18,0,0,0,0,0,2,4,0,0,6,0,0,0,0
19,18,0,0,0,0,0,2,4,1,0,3,0,2,0,0
14,21,4,1,0,0,3,0,4,3,1,1,0,0,0,0
6,19,4,1,0,0,4,0,4,3,1,1,0,0,0,0
8,15,0,0,0,0,0,2,4,0,0,1,0,1,0,0
43,14,2,0,0,0,0,0,4,1,0,1,0,0,1,0
38,16,4,1,0,0,0,0,4,1,0,3,0,0,1,0
1,13,4,0,0,0,0,0,0,1,0,1,0,2,1,1
4,15,4,1,0,0,0,0,4,0,0,3,0,0,0,0
3,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
41,10,0,0,0,0,3,0,4,0,1,1,0,0,0,0
38,18,4,0,0,0,0,0,4,0,0,6,0,0,0,0
25,19,0,0,0,0,0,0,4,0,0,1,0,2,1,0
0,12,4,1,0,1,0,0,0,3,0,0,0,0,1,0
33,19,0,0,0,0,0,0,4,0,0,1,0,2,0,0
3,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
3,15,4,0,0,0,0,0,4,3,0,6,0,2,0,0
0,11,4,0,0,1,0,0,0,3,0,0,0,2,0,1
29,18,2,0,0,0,0,2,4,0,0,1,0,2,0,0
8,11,4,1,0,0,0,2,4,0,0,6,0,0,0,0
8,15,4,1,0,0,0,2,4,0,0,1,0,0,1,0
6,10,4,0,0,0,0,2,4,0,0,6,0,2,0,1
10,13,0,0,0,0,0,2,4,1,0,6,0,2,0,0
18,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
2,12,4,1,1,7,0,0,4,0,0,6,0,0,0,1
46,18,0,0,1,0,0,2,3,0,0,6,0,0,0,1
46,11,0,1,1,0,0,2,4,0,0,6,0,0,0,1
43,20,2,0,0,0,3,2,4,0,1,6,0,0,0,1
42,21,0,1,0,0,0,0,4,0,0,6,0,0,0,1
48,12,0,1,0,0,0,0,4,0,0,6,0,0,0,1
13,15,4,1,0,0,0,0,4,3,0,6,0,0,0,1
44,13,0,1,0,0,0,0,4,0,0,1,0,0,0,0
47,18,0,0,0,0,0,0,4,0,0,6,0,0,0,0
15,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
14,18,0,0,0,0,0,0,4,0,0,1,0,1,0,0
47,18,0,0,1,0,0,0,4,1,0,6,0,0,0,0
21,18,4,1,0,0,0,0,4,1,0,6,0,0,0,1
16,20,4,1,0,0,0,0,4,1,0,3,0,0,0,1
16,21,0,0,0,0,0,0,4,1,0,1,0,2,0,0
18,20,0,1,0,0,0,0,4,1,0,1,0,0,0,0
7,18,4,1,0,0,0,2,4,0,0,1,0,0,0,0
3,15,4,1,0,0,0,2,4,0,0,1,0,0,0,0
15,19,0,0,0,0,0,0,4,0,0,2,0,1,0,0
7,15,4,1,0,0,0,2,4,3,0,1,0,0,0,0
8,18,4,1,0,0,0,2,4,3,0,1,0,0,0,0
18,20,2,0,0,0,0,0,4,1,0,1,0,2,0,0
11,11,4,1,0,0,4,0,4,3,1,1,0,0,0,0
14,15,4,0,0,0,0,2,4,1,0,1,0,2,0,0
49,21,1,0,0,0,0,0,2,2,0,6,0,0,0,1
32,18,0,1,0,0,0,0,4,0,0,1,0,0,0,0
20,19,0,1,0,0,0,0,4,1,0,6,0,0,0,0
12,18,0,0,0,0,0,0,4,0,0,1,0,2,0,0
13,18,0,0,0,0,0,0,4,0,0,6,0,2,0,0
