age,workclass,education,marital-status,occupation,native-country,relationship,hours-per-week,gender,race,income
7,2,6,3,11,38,1,34,0,1,0
35,4,11,5,3,38,1,59,1,1,0
28,2,15,0,0,38,1,39,1,0,0
16,2,15,6,0,38,4,39,0,1,0
29,5,9,2,2,38,0,39,1,1,1
6,2,11,5,6,38,4,53,1,0,0
22,2,11,2,7,38,2,39,0,0,0
37,1,15,2,3,38,0,39,1,1,0
36,2,11,0,6,38,1,39,0,1,0
13,2,15,2,12,38,0,44,1,1,0
25,2,11,2,3,38,0,49,1,1,1
14,2,11,2,11,38,0,49,1,1,1
19,2,15,2,2,38,0,39,1,1,1
48,4,14,2,3,38,0,9,1,1,1
14,2,11,2,6,38,5,39,0,1,0
21,2,11,2,6,38,0,39,1,0,1
14,2,15,4,13,38,1,39,1,0,0
28,2,8,0,6,38,3,39,0,1,1
34,2,12,6,3,38,4,39,1,1,1
40,3,12,2,11,38,0,64,1,1,1
12,3,9,4,11,38,3,39,0,1,0
33,4,11,2,3,38,0,31,1,1,1
14,2,6,0,13,38,1,39,1,1,0
11,2,15,4,4,38,1,39,0,1,0
30,2,11,0,2,38,4,42,0,1,0
0,2,0,4,7,38,3,19,1,1,0
24,4,5,2,2,38,0,39,1,1,0
7,2,11,4,7,38,3,14,0,1,0
23,2,11,2,0,38,0,39,1,1,1
49,3,5,2,2,38,0,39,1,1,1
12,2,11,3,5,38,1,39,1,0,0
22,0,11,2,0,38,0,39,1,1,1
38,2,10,2,9,38,0,55,1,1,1
14,2,11,2,2,38,0,39,1,1,0
15,2,11,2,6,38,0,39,1,0,0
28,2,15,2,2,38,0,29,1,1,0
39,2,11,2,13,38,0,49,1,1,1
27,3,15,2,3,38,0,49,1,1,1
36,2,5,2,6,38,0,39,1,1,1
11,2,11,4,2,38,3,49,1,1,0
17,4,1,2,2,38,0,39,1,1,1
38,3,11,2,3,38,0,44,1,1,1
5,0,11,4,0,38,3,39,1,1,0
30,2,11,0,0,38,1,39,0,0,0
20,2,1,4,5,38,1,39,1,0,0
16,2,8,2,2,38,0,39,1,0,1
32,2,15,2,6,38,0,49,1,1,1
8,2,11,2,5,38,0,39,1,1,1
29,2,8,0,2,38,4,39,1,1,0
14,2,1,2,4,38,0,54,1,1,1
29,2,9,2,0,38,5,39,0,1,1
25,2,7,0,9,38,1,23,0,1,1
28,2,5,0,6,38,1,34,0,0,0
30,2,8,2,3,38,0,49,1,1,1
24,1,9,4,9,38,4,39,0,0,0
13,2,15,3,3,38,4,44,0,1,0
64,2,6,6,8,38,1,4,0,0,0
21,3,15,2,11,38,0,49,1,1,1
26,5,14,0,9,38,1,49,1,1,1
50,2,6,2,8,38,5,5,0,1,0
3,2,11,2,6,38,0,39,1,1,0
49,2,11,0,6,38,1,9,1,1,0
13,2,6,4,6,38,1,39,1,1,1
18,2,11,5,13,38,1,39,1,1,0
14,2,5,5,2,38,1,39,0,1,0
57,2,11,2,7,38,0,14,1,1,1
10,2,9,4,11,38,1,39,0,0,0
8,2,9,4,11,38,1,39,0,0,0
48,2,1,6,0,38,1,7,0,1,0
16,2,15,4,7,38,1,31,1,1,0
45,2,11,6,2,38,4,39,0,0,0
12,2,11,4,13,38,3,39,1,0,0
29,2,8,2,2,38,0,39,1,0,1
47,4,11,2,11,38,0,14,1,1,1
18,2,11,2,6,38,5,34,0,0,0
14,1,11,2,2,38,0,69,1,1,1
26,2,11,2,2,38,0,43,1,1,0
13,2,9,2,7,38,0,59,1,1,1
17,2,11,2,11,38,0,39,1,1,1
52,3,11,2,7,38,0,39,1,1,1
17,1,11,0,7,38,4,19,0,1,0
8,5,9,4,9,38,1,39,0,1,0
13,2,4,2,2,25,0,39,1,1,0
27,2,8,2,12,38,0,39,1,1,1
19,2,8,2,0,38,0,39,1,1,1
6,4,11,2,4,38,0,39,1,1,0
20,2,11,2,4,38,0,39,1,1,0
18,2,11,0,5,38,1,24,1,1,1
10,2,11,0,0,38,1,39,0,1,0
23,2,8,2,3,38,0,49,1,1,1
27,1,11,2,13,38,0,39,1,0,1
43,0,11,6,0,38,1,39,1,1,1
26,0,9,2,9,38,0,39,1,1,1
26,2,11,2,7,38,0,39,1,0,1
20,2,11,4,7,38,4,47,1,0,0
46,2,15,5,6,38,2,36,0,0,0
41,1,3,6,5,38,4,39,1,0,0
46,4,14,2,9,38,0,31,1,1,1
22,2,11,2,6,38,0,39,1,1,1
40,4,15,2,4,38,0,73,1,1,1
40,1,11,2,2,38,0,39,1,1,1
35,2,15,0,11,38,1,49,1,1,0
9,2,15,4,11,38,2,39,0,0,0
4,1,15,2,10,38,3,39,1,0,0
16,2,11,2,3,38,0,39,1,1,0
25,2,11,0,2,38,1,49,1,1,0
14,2,11,2,4,38,0,39,1,1,0
10,2,11,2,2,38,0,47,1,1,1
16,1,9,2,9,38,0,49,1,1,1
39,4,9,2,0,38,0,39,1,1,1
38,1,5,4,7,38,4,39,0,0,0
35,2,11,0,6,38,3,34,0,0,0
9,2,0,4,5,38,3,39,1,1,0
25,4,9,2,2,38,0,49,1,1,1
23,1,7,2,10,38,0,39,1,1,1
50,2,5,2,2,38,0,39,1,1,0
2,2,0,4,7,38,2,29,0,1,0
33,4,15,2,11,38,0,44,1,1,1
38,2,0,2,7,38,0,39,1,0,0
15,2,7,2,2,38,0,41,1,1,1
27,2,15,2,6,38,0,39,1,0,1
7,2,15,4,0,38,3,39,0,0,0
52,2,9,6,3,38,1,14,0,1,0
17,2,8,2,6,38,0,49,1,1,1
30,5,11,2,0,38,5,39,0,1,1
6,2,6,3,2,25,1,39,1,1,0
14,2,11,2,2,25,0,39,1,1,1
11,2,1,4,6,26,4,39,0,1,0
40,1,11,0,7,38,1,39,0,1,0
11,2,11,2,6,38,5,39,0,1,1
48,2,6,6,8,38,4,23,0,0,0
15,2,11,4,6,38,3,19,0,0,0
37,2,11,4,0,38,4,39,0,1,1
34,2,11,4,3,38,2,39,0,1,1
37,2,11,6,11,38,4,39,0,1,0
16,2,15,5,7,38,4,24,0,0,0
25,2,15,4,5,38,4,39,0,0,1
6,2,11,4,5,38,3,39,1,0,0
27,2,11,4,2,38,1,39,1,0,0
28,2,11,2,11,38,0,59,1,1,1
11,2,11,0,7,38,4,19,0,0,0
15,2,11,5,0,38,4,39,0,1,0
25,2,11,2,6,38,5,39,0,1,1
1,2,11,4,2,38,3,39,1,1,0
16,2,8,2,9,38,0,39,1,1,1
36,3,15,2,4,38,0,59,1,1,1
16,2,9,4,11,38,1,39,1,1,0
17,2,9,4,11,38,1,19,1,1,0
43,2,15,2,10,38,0,37,1,1,1
42,2,11,2,0,38,0,44,1,1,1
8,2,11,2,6,38,0,47,1,1,1
33,2,11,0,6,38,2,47,0,1,0
45,4,11,2,2,38,0,39,1,1,1
26,2,12,3,3,38,1,49,1,1,1
14,2,11,2,11,38,0,39,1,1,1
9,2,15,5,11,38,4,34,0,1,0
21,2,15,5,6,38,4,49,1,0,1
0,2,6,4,7,38,3,25,1,0,0
25,2,11,0,6,38,1,39,0,0,0
24,2,15,2,9,38,0,3,1,0,1
11,2,11,4,7,38,3,39,0,0,0
8,2,11,5,7,38,4,39,1,0,0
1,2,1,4,7,38,2,14,1,0,0
25,2,6,2,13,38,0,39,1,1,0
48,2,1,0,5,38,1,23,1,1,0
57,4,11,2,11,38,0,19,1,1,0
13,2,1,2,2,38,0,39,1,1,1
12,2,11,2,5,38,0,44,1,1,1
0,2,1,4,11,38,3,22,0,1,0
1,2,1,4,6,38,3,39,1,0,0
14,2,15,2,0,38,5,39,0,0,1
14,2,14,2,9,38,5,59,0,1,1
14,2,11,4,0,38,1,39,0,1,0
31,4,8,2,7,38,5,14,0,1,0
32,2,11,2,2,38,0,39,1,1,1
2,2,11,4,2,38,3,44,1,1,0
36,0,9,5,0,38,1,39,1,0,1
42,0,11,2,9,38,0,39,1,1,1
19,2,11,0,6,38,4,39,0,0,0
2,2,11,4,7,38,3,39,1,0,0
26,5,8,2,10,38,0,39,1,1,1
30,2,15,2,3,38,0,54,1,1,1
0,2,1,4,7,38,3,24,0,1,0
2,2,11,4,6,38,3,29,1,1,0
25,2,11,2,2,38,0,39,1,1,1
22,3,7,2,3,38,0,54,1,1,1
25,2,9,2,9,38,0,44,1,1,1
31,5,11,2,10,38,0,39,1,1,1
17,2,11,4,7,38,4,39,0,0,0
41,3,11,2,3,38,0,39,1,1,1
46,2,1,0,7,38,1,39,0,1,0
50,3,9,2,3,38,0,15,1,1,0
15,2,8,2,2,38,0,54,1,1,1
46,2,11,2,2,38,0,39,1,1,1
22,2,10,4,9,38,1,44,1,1,0
18,1,15,5,0,38,4,39,0,0,0
46,2,11,5,2,38,1,19,0,1,0
14,3,7,2,11,38,0,39,1,1,1
41,2,0,0,13,38,1,49,1,0,0
33,2,11,2,5,38,0,39,1,0,0
14,2,15,2,9,38,0,39,1,0,1
28,4,15,5,11,38,4,49,1,1,0
15,5,15,4,12,38,4,19,0,0,0
13,2,11,4,2,38,1,44,0,0,0
30,2,15,2,12,38,0,44,1,1,1
2,2,11,2,7,38,3,14,0,1,0
29,2,8,2,12,38,0,39,1,1,1
33,2,0,2,2,38,0,39,1,1,0
35,2,3,2,3,38,0,49,1,1,1
29,2,0,2,2,38,0,39,1,1,0
35,2,15,2,2,38,0,39,1,1,1
4,2,8,2,0,38,2,39,0,1,1
21,2,11,0,2,38,1,39,1,1,1
26,5,15,2,13,38,0,81,1,1,1
14,4,11,2,2,38,0,49,1,1,0
29,2,11,2,11,38,0,44,1,1,1
29,2,11,2,6,38,0,39,1,0,1
35,2,15,0,11,38,1,39,0,0,0
23,2,11,2,2,38,0,39,1,1,1
34,2,5,2,2,38,0,39,1,1,0
27,2,11,2,6,38,0,39,1,0,1
43,2,6,2,4,38,0,44,1,1,0
42,2,15,2,11,38,0,39,1,1,1
14,2,15,0,0,38,1,49,0,1,1
47,2,11,0,7,38,1,14,0,1,1
24,1,9,2,10,38,0,49,1,1,1
21,2,11,5,2,38,4,34,0,1,0
2,2,5,4,2,38,3,39,1,1,0
23,2,0,0,2,38,1,39,1,0,0
36,5,11,2,7,38,5,27,0,0,1
29,2,15,0,6,38,1,39,0,0,1
27,2,8,2,3,38,0,39,1,0,1
41,2,11,6,11,38,1,34,0,1,1
6,2,9,4,7,38,3,29,0,0,0
9,2,11,4,7,38,3,39,1,0,0
1,2,6,4,7,38,3,14,1,0,0
6,2,11,4,5,38,4,6,0,0,0
12,0,11,2,12,38,0,39,1,1,1
19,2,11,3,0,38,4,39,0,1,0
20,2,11,2,6,38,0,39,1,0,0
41,5,11,4,0,38,1,15,0,1,0
34,5,9,2,9,38,0,39,1,0,1
24,5,11,5,5,38,4,39,1,1,0
24,2,15,0,6,38,4,39,0,0,0
18,2,11,2,9,38,0,39,1,1,1
47,2,12,2,9,38,0,39,1,1,1
37,2,1,2,6,38,0,39,1,1,1
52,2,12,0,9,38,1,39,0,1,1
24,2,9,2,2,38,0,39,1,1,1
35,2,11,4,6,38,1,44,1,1,1
22,2,15,2,6,38,0,39,1,1,1
21,1,12,2,3,38,0,69,1,1,1
27,2,15,6,12,38,4,37,0,1,1
8,2,0,4,6,38,1,39,1,1,0
47,1,8,2,3,38,0,39,1,1,1
43,2,6,2,2,38,0,39,1,1,0
6,2,11,4,6,38,3,39,1,1,0
25,2,11,0,6,38,1,39,1,1,0
20,2,6,0,7,38,1,39,0,1,0
14,2,1,5,7,38,1,41,0,0,0
22,2,11,4,6,38,1,39,1,0,0
23,4,14,2,9,38,0,39,1,1,1
17,2,15,2,13,38,0,39,1,0,0
3,2,11,4,2,38,4,39,0,0,0
18,2,11,4,6,38,4,39,0,0,0
11,2,0,0,5,38,1,39,1,1,0
13,2,5,4,6,38,4,41,1,1,0
11,2,9,2,3,38,5,27,0,1,1
50,3,0,2,2,38,0,39,1,1,0
11,2,8,4,12,38,3,37,0,1,0
21,2,15,2,13,38,0,49,1,1,1
21,2,11,2,11,38,0,95,1,1,1
39,2,1,0,6,38,1,39,0,1,0
36,2,11,2,10,38,0,39,1,1,0
27,2,0,2,6,38,0,39,1,1,1
46,2,6,2,13,38,0,39,1,1,1
8,2,11,0,11,38,4,39,0,1,0
18,4,11,0,11,38,1,49,1,1,1
13,4,15,2,3,38,0,39,1,1,0
16,2,8,2,10,38,0,39,1,1,0
32,4,5,2,11,38,0,39,1,1,0
3,2,11,4,2,38,3,39,0,1,0
24,2,15,4,3,38,4,95,0,0,0
23,2,11,0,5,38,4,39,0,0,0
2,2,11,4,5,38,3,39,1,0,0
43,4,5,2,13,38,0,39,1,1,1
22,2,15,5,6,38,3,39,1,1,0
15,2,11,0,6,38,3,39,0,0,0
17,2,11,5,5,38,1,39,1,1,0
5,2,11,4,11,38,3,34,0,0,0
10,4,11,2,13,38,0,39,1,1,1
30,2,9,5,9,38,4,49,0,1,1
2,2,15,4,11,38,3,33,0,1,0
33,2,11,0,11,38,1,32,0,1,0
28,4,11,2,2,38,0,49,1,1,0
40,2,8,0,12,38,1,43,0,1,1
19,5,9,2,9,38,5,37,0,1,1
0,2,1,4,11,38,3,19,0,1,0
55,2,3,2,7,38,0,35,1,0,0
18,2,11,5,7,38,3,29,0,0,0
32,1,15,2,3,38,0,45,1,1,1
37,2,9,2,7,38,0,39,1,1,0
27,4,5,2,2,38,0,37,1,1,0
1,2,15,4,7,38,1,39,0,1,0
10,1,11,2,12,38,0,49,1,1,1
30,2,6,2,2,38,0,47,1,1,1
6,2,11,5,6,38,4,47,0,1,0
16,2,6,5,0,38,1,47,1,1,0
29,2,15,2,6,38,0,39,1,1,0
25,2,15,2,2,38,0,39,1,1,1
33,4,15,2,2,38,0,54,1,1,0
10,2,5,2,7,38,5,39,0,1,0
26,2,12,2,9,38,0,39,1,1,1
33,4,11,2,2,38,0,29,1,1,0
29,2,11,0,3,38,4,37,0,1,1
5,2,15,4,12,38,3,39,1,1,1
2,2,15,4,0,38,3,29,0,1,0
22,2,11,0,7,38,4,79,0,1,0
25,1,11,2,3,38,0,59,1,1,1
14,2,0,4,2,38,1,44,1,1,0
20,2,1,0,5,38,1,39,0,1,0
17,4,5,4,5,38,4,9,1,0,0
14,2,1,0,5,38,2,39,1,0,0
12,2,11,4,6,38,4,39,0,0,0
20,2,15,4,12,38,3,39,0,0,0
1,2,1,4,7,38,2,19,1,0,0
41,2,4,0,6,38,1,39,1,0,0
34,2,0,4,4,38,3,39,1,1,0
1,1,0,4,2,38,3,39,1,0,0
33,1,11,0,0,38,1,39,0,1,0
29,2,15,0,3,38,1,39,0,1,0
34,2,8,2,11,38,0,39,1,1,1
10,2,11,4,6,38,4,34,0,0,0
12,2,9,4,6,38,1,39,1,1,0
0,2,1,4,5,38,1,14,0,0,0
38,2,0,6,2,38,4,39,0,0,0
8,2,1,4,6,38,3,39,0,0,0
49,2,11,4,7,38,2,2,0,0,0
10,2,11,4,7,38,2,29,0,0,0
3,2,11,4,5,38,2,39,1,0,0
30,1,9,5,9,38,1,69,0,1,0
31,2,11,5,0,38,1,39,0,1,0
38,2,0,2,2,38,0,39,1,1,1
47,2,11,2,5,38,5,39,0,0,0
23,2,11,2,11,38,0,70,1,1,1
37,4,15,2,11,38,0,64,1,1,0
40,2,4,2,2,38,0,39,1,1,0
1,2,15,4,11,38,3,29,0,1,0
30,2,11,2,2,38,0,39,1,1,1
31,2,11,2,11,38,0,39,1,1,1
5,1,9,4,0,38,3,29,0,1,0
3,2,15,4,0,38,3,27,0,1,0
18,2,11,2,2,38,0,41,1,1,1
33,2,1,2,2,38,0,39,1,1,1
11,2,6,2,6,38,0,39,1,1,0
36,2,1,2,6,38,0,39,1,1,0
22,2,11,2,2,38,0,70,1,1,1
29,2,6,5,2,38,4,39,0,1,0
43,4,11,2,11,38,0,49,1,1,0
18,2,11,0,6,38,4,49,0,1,0
59,4,5,4,4,38,1,29,1,1,0
40,2,12,2,9,38,0,81,1,1,1
8,2,11,2,2,38,0,78,1,1,1
15,1,8,0,9,38,4,39,0,0,0
6,2,6,4,7,38,4,29,0,0,0
14,2,9,2,11,38,0,49,1,1,1
14,2,11,2,2,38,5,44,0,1,0
49,2,11,6,0,38,1,39,0,1,1
32,2,15,2,9,38,0,43,1,1,1
6,2,15,4,11,38,3,11,0,1,0
5,2,1,4,0,38,1,39,1,1,1
10,2,15,4,6,38,1,39,0,1,0
33,2,2,0,13,38,1,39,1,1,0
28,2,11,2,2,38,0,49,1,1,1
1,2,15,4,11,38,3,19,0,1,0
19,2,6,2,6,38,0,39,1,1,1
32,2,11,2,0,38,0,39,1,1,1
6,2,15,4,7,38,3,19,1,1,0
15,2,11,6,6,38,4,39,0,1,0
14,3,11,2,3,38,0,49,1,1,1
14,2,11,2,13,38,0,39,1,1,0
13,2,15,2,2,38,0,49,1,1,1
30,4,9,4,11,38,1,34,1,1,0
36,2,11,2,2,38,0,39,1,0,1
32,2,6,5,5,38,3,37,1,1,0
35,1,2,2,2,38,0,39,1,1,0
11,2,11,4,0,38,3,39,1,1,0
45,2,5,2,13,38,0,52,1,1,0
39,4,5,4,7,38,4,57,0,0,0
7,2,11,4,7,38,3,39,1,0,0
11,2,5,5,6,38,4,39,0,0,0
31,2,0,5,6,38,3,47,0,1,0
20,2,0,2,6,38,0,64,1,0,0
14,2,11,2,6,38,0,49,1,1,1
18,2,9,2,7,38,0,19,1,0,1
21,2,15,5,6,38,1,54,1,1,1
12,2,11,4,2,38,1,49,1,1,0
8,5,12,4,3,38,1,39,1,1,0
8,2,9,2,2,38,0,59,1,1,1
9,2,9,4,3,38,1,39,1,1,1
19,1,9,0,9,38,4,39,0,1,0
27,2,9,2,3,38,0,39,1,1,1
52,2,11,6,7,38,1,17,0,1,0
34,2,8,2,5,38,0,39,1,1,1
8,4,11,4,4,38,3,34,1,1,0
32,2,12,2,3,38,0,44,1,1,1
4,2,15,4,11,38,3,19,1,1,1
23,3,14,2,9,38,0,39,1,1,1
19,2,7,2,2,38,0,51,1,1,1
25,2,11,2,11,38,0,59,1,1,1
9,1,12,3,9,38,1,39,0,1,0
52,2,5,0,11,38,1,39,0,1,0
28,2,9,2,2,38,0,54,1,1,1
18,2,9,2,12,38,0,47,1,1,0
18,2,11,0,13,38,1,59,0,1,1
15,1,15,3,9,10,1,49,1,1,0
17,1,9,3,9,38,1,39,0,1,0
24,2,11,0,0,38,4,44,0,1,0
13,2,11,4,11,38,3,44,0,1,0
27,2,8,2,3,38,0,39,1,0,1
26,1,11,5,7,38,1,39,1,1,0
10,2,0,0,6,38,2,39,0,1,0
9,2,11,2,2,38,0,47,1,1,0
11,2,9,2,2,38,0,39,1,1,1
44,2,5,0,6,38,4,39,0,1,0
29,3,9,2,11,38,0,69,1,1,1
18,2,11,2,6,38,0,39,1,1,1
51,1,0,2,7,38,0,19,1,0,0
12,1,9,4,9,38,3,41,0,0,0
14,2,11,2,11,38,0,39,1,1,1
42,2,11,2,2,38,0,39,1,1,0
6,2,2,2,5,38,3,39,1,1,0
41,2,9,2,12,38,5,39,0,1,1
10,2,11,4,5,38,4,39,0,0,0
10,2,9,4,5,38,1,39,1,0,1
16,2,12,2,9,38,0,49,1,1,1
26,2,9,2,3,38,0,49,1,1,1
25,2,12,2,3,38,0,59,1,1,1
18,2,15,2,3,38,0,59,1,1,1
31,2,9,2,3,38,0,47,1,1,1
24,2,9,2,11,38,0,39,1,1,1
30,2,9,2,11,38,0,44,1,1,1
0,3,2,4,0,38,3,15,0,1,0
21,2,11,2,11,38,0,69,1,1,1
4,2,11,4,0,38,3,39,0,1,0
43,2,11,2,2,38,0,39,1,1,1
44,2,0,2,2,38,0,39,1,1,1
43,2,11,2,7,38,0,39,1,1,1
26,2,9,2,3,38,0,39,1,1,1
26,2,15,2,11,38,0,49,1,1,1
2,2,15,4,3,38,3,27,0,1,0
51,2,5,2,2,38,0,39,1,1,0
19,2,11,0,13,38,4,39,1,1,0
28,2,9,2,11,38,0,51,1,1,1
1,2,2,4,5,38,3,5,1,1,0
21,2,15,2,7,38,5,39,0,1,1
4,2,15,4,11,38,3,39,1,1,0
18,2,9,2,11,38,0,39,1,1,1
28,2,9,2,3,38,0,59,1,1,1
22,2,9,2,9,38,0,49,1,1,1
28,2,15,2,11,38,0,49,1,1,1
45,2,9,2,3,38,0,39,1,1,1
12,2,8,2,9,38,0,39,1,1,1
6,4,1,2,13,38,0,59,1,1,1
48,3,11,2,11,38,0,39,1,1,1
11,2,11,2,2,38,0,39,1,1,0
37,2,2,2,2,38,0,39,1,1,1
44,2,0,2,6,38,0,39,1,1,0
20,2,15,0,5,38,3,39,1,1,0
37,2,15,2,0,38,0,39,1,1,0
44,2,11,2,13,38,0,44,1,1,1
29,2,9,2,9,38,0,39,1,1,1
24,2,11,2,2,38,0,39,1,1,1
29,2,15,4,2,38,3,39,1,1,0
56,1,4,2,9,38,0,5,1,1,0
14,2,11,0,0,38,1,39,1,1,0
47,2,15,2,11,38,0,11,1,1,1
36,2,11,2,13,38,0,44,1,1,1
46,2,15,2,9,38,0,39,1,1,1
9,2,11,2,2,38,0,39,1,1,1
19,2,9,0,9,38,1,39,1,1,1
1,5,15,4,0,38,3,9,1,1,0
25,2,9,2,3,38,0,49,1,1,1
11,2,11,2,6,38,0,39,1,0,1
10,2,9,4,9,38,1,39,0,1,0
26,2,11,6,6,38,1,39,0,1,0
11,0,9,4,10,38,1,49,1,1,1
1,2,11,2,3,38,5,39,0,1,0
11,4,9,2,2,38,0,54,1,1,0
25,2,15,2,0,38,0,39,1,1,1
21,2,15,2,12,38,0,39,1,1,1
15,2,0,0,7,38,4,22,0,0,0
13,2,11,4,11,38,4,24,0,0,0
10,2,8,4,6,38,4,39,0,0,0
48,4,0,2,2,38,0,39,1,1,0
19,2,14,2,9,38,0,49,1,1,1
27,2,9,2,9,38,0,2,1,1,0
1,2,15,4,11,38,3,14,0,1,0
22,2,11,2,2,38,0,39,1,1,1
13,2,11,2,6,38,0,39,1,1,1
44,4,15,2,2,38,0,39,1,1,0
52,4,11,2,3,38,0,11,1,1,1
20,2,11,2,2,38,0,49,1,1,1
20,2,6,2,6,38,5,47,0,0,0
19,2,11,2,2,38,0,39,1,1,0
20,2,11,0,6,38,4,39,0,0,0
22,2,11,4,11,38,4,39,0,0,0
16,2,11,2,3,38,0,59,1,1,1
39,2,15,6,3,38,1,59,1,1,0
18,4,15,2,11,38,0,49,1,1,1
22,2,4,2,6,38,0,39,1,1,1
20,2,11,4,11,38,4,39,1,1,1
48,2,11,0,7,38,2,13,0,1,0
16,2,11,4,4,38,1,39,1,1,0
8,2,11,2,0,38,2,39,1,1,0
19,2,9,2,2,38,3,39,1,1,1
26,2,9,2,9,38,0,49,1,1,1
26,5,9,2,0,38,0,49,1,1,1
29,2,9,2,13,38,0,39,1,1,1
33,2,5,2,2,38,0,39,1,0,0
17,2,11,2,2,38,0,39,1,0,0
28,4,9,2,2,38,0,39,1,1,1
28,2,2,0,4,38,1,39,1,0,0
35,2,6,5,7,38,1,29,0,0,0
27,2,11,0,11,38,3,37,1,1,0
26,2,15,2,0,38,5,39,0,1,1
6,2,15,5,7,38,3,39,1,1,0
10,1,11,4,2,38,4,39,1,0,0
25,2,11,6,7,38,4,39,0,1,0
2,2,15,2,0,38,2,19,0,1,0
47,2,4,2,6,38,0,39,1,1,0
22,5,15,5,3,38,4,29,0,0,0
28,1,12,2,3,38,0,49,1,1,1
0,2,2,4,11,38,3,22,0,1,0
40,2,11,2,13,38,0,39,1,1,1
12,1,9,2,9,38,0,39,1,1,1
27,4,9,2,11,38,0,39,1,1,0
9,2,15,2,11,38,0,39,1,1,1
26,2,5,2,7,38,0,24,1,1,0
41,3,15,2,13,38,5,39,0,1,1
34,4,11,2,13,38,0,49,1,1,1
18,3,9,5,9,38,1,49,0,1,1
27,2,9,0,11,38,4,73,0,1,1
41,5,12,2,9,38,0,49,1,1,1
6,5,15,4,0,38,1,14,1,1,0
29,2,12,0,9,38,4,49,0,1,1
35,5,9,6,3,38,4,54,0,1,1
5,2,15,4,7,38,3,24,0,1,0
3,5,15,4,2,38,3,37,1,1,0
25,4,12,2,11,38,0,78,1,1,1
8,2,9,2,0,38,0,54,1,1,1
23,2,6,4,2,38,2,39,1,0,0
14,5,11,4,0,38,1,36,0,0,0
39,2,6,2,2,38,0,39,1,1,0
10,5,11,4,10,38,3,39,1,1,1
11,2,9,2,9,23,0,39,1,1,0
22,2,11,2,6,38,0,39,1,1,1
27,1,15,2,10,38,0,95,1,0,1
16,2,15,2,0,38,0,39,1,0,1
33,4,11,2,11,38,0,39,1,0,1
32,1,12,2,3,38,0,46,1,0,1
7,2,9,4,9,38,3,34,0,0,0
6,1,9,4,9,38,3,31,0,0,0
17,0,9,2,10,38,0,59,1,1,1
17,2,15,2,12,38,0,39,1,1,1
7,2,1,2,2,38,0,39,1,1,1
18,2,8,2,11,10,0,49,1,1,1
30,2,15,2,3,38,5,39,0,0,1
13,2,11,5,0,38,4,39,0,0,1
6,2,11,4,0,38,4,39,0,0,0
9,2,11,4,6,38,1,39,1,0,0
12,2,11,5,7,38,4,29,0,0,0
15,2,3,4,3,38,3,20,1,1,0
14,2,15,0,3,38,1,49,0,1,1
14,2,11,4,0,38,3,39,1,0,0
13,2,9,2,9,38,0,39,1,1,1
3,2,15,4,5,38,2,19,1,1,0
31,2,9,0,12,38,3,39,0,1,0
32,0,8,0,3,38,4,44,0,0,0
10,2,11,4,0,38,3,39,1,0,0
35,2,9,2,9,38,0,49,1,1,1
7,2,15,2,10,38,2,23,1,1,0
19,1,8,5,0,38,3,39,0,0,0
30,1,12,0,9,38,4,44,0,1,1
10,2,15,0,0,38,4,39,0,1,0
14,2,11,2,2,38,0,59,1,1,1
1,2,2,4,7,38,3,19,0,1,0
36,2,9,2,9,38,0,39,1,1,1
17,2,11,4,2,38,1,44,1,1,0
11,2,11,5,7,38,4,19,0,0,0
18,4,11,4,11,10,4,37,0,0,0
13,2,15,4,11,38,1,34,0,0,0
33,2,11,5,7,38,4,44,0,1,0
6,2,5,4,7,38,3,34,1,1,0
12,2,11,4,7,38,4,29,0,1,0
9,2,11,4,11,38,1,39,1,0,0
44,2,15,2,3,38,0,44,1,1,1
5,2,8,4,9,38,4,34,0,0,0
26,2,9,2,11,38,0,39,1,1,1
0,2,0,4,11,38,3,29,1,1,0
42,2,12,2,11,38,0,54,1,1,1
27,2,15,5,0,38,4,37,0,1,0
22,2,9,2,3,38,0,59,1,1,1
17,2,15,2,9,38,0,44,1,1,1
23,2,12,2,3,38,0,49,1,1,1
15,2,1,2,6,38,0,39,1,1,1
20,2,11,2,13,38,0,44,1,1,1
30,2,11,2,6,38,5,39,0,0,1
8,2,11,4,11,38,3,39,1,0,0
4,2,11,4,2,38,3,39,1,0,1
9,2,0,0,7,10,4,39,0,1,0
13,2,15,4,9,38,3,49,1,1,1
14,1,11,2,13,38,0,39,1,0,0
42,2,0,2,13,38,0,39,1,0,1
14,2,11,4,13,38,3,39,1,0,0
27,3,15,2,3,38,0,49,1,1,0
35,2,1,5,5,38,4,39,1,1,0
8,2,0,2,7,38,3,34,0,1,0
16,2,11,2,11,38,5,19,0,1,1
19,2,0,5,5,38,4,39,1,0,0
13,2,6,4,5,38,4,39,1,0,0
15,2,11,4,6,38,1,39,0,0,0
25,2,6,0,6,38,1,45,0,0,0
30,2,11,0,11,38,1,39,0,1,0
33,1,11,2,0,38,5,39,0,1,1
17,2,11,2,2,38,0,39,1,1,0
31,2,8,2,11,38,0,39,1,1,1
29,2,11,5,6,38,3,39,0,0,0
5,2,8,4,7,38,2,51,1,0,0
5,2,15,2,3,38,5,39,0,1,1
12,2,15,4,12,38,4,39,0,0,1
19,3,14,2,9,38,0,78,1,1,1
16,2,7,2,3,38,5,54,0,1,1
21,2,15,2,11,38,0,54,1,1,1
